id,production_companies
13654,Walt Disney Television Animation
11635,DreamWorks SKG
11635,The Montecito Picture Company
9919,Paramount Pictures
6038,Spyglass Entertainment
6038,Touchstone Pictures
6038,Birnbaum / Barber Productions
6038,Jackie Chan Films Limited
6038,All Knight Productions
9257,Original Film
9257,Columbia Pictures Corporation
9257,Camelot Pictures
9257,Chris Lee Productions
9257,Illusion Entertainment
9567,Columbia Pictures
9567,Revolution Studios
9567,Cheyenne Enterprises
9567,Michael Lobell Productions
10327,Type A Films
10327,Marc Platt Productions
10327,Metro-Goldwyn-Mayer (MGM)
8965,Walt Disney Pictures
10588,Imagine Entertainment
10588,DreamWorks SKG
10588,Universal Pictures
10330,Walt Disney Pictures
14411,DreamWorks Animation
9562,Paramount Pictures
9562,Donners' Company
9562,Mutual Film Company
9562,Cobalt Media Group
9562,Artists Production Group (APG)
9620,Paramount Pictures
9620,DreamWorks SKG
9620,Davis Entertainment
9620,Lion Rock Productions
9620,Province of British Columbia Film Incentive BC
9471,Columbia Pictures Corporation
9471,Wonderland Sound and Vision
9471,Tall Trees Productions
9471,Flower Films (II)
6964,Columbia Pictures Corporation
6964,Waverly Films
6964,Warner Bros.
10756,Walt Disney Pictures
10756,Gunn Films
10756,Doom Buggy Productions
7288,Miramax Films
7288,Flower Films
4970,Columbia Pictures Corporation
4970,Dark Castle Entertainment
4970,Warner Bros.
470,This Is That Productions
470,Y Productions
470,Mediana Productions Filmgesellschaft
9358,New Line Cinema
9358,Zide-Perry Productions
26264,Walt Disney Pictures
9373,New Line Cinema
9373,Next Entertainment
9373,Platinum Dunes
9373,Radar Pictures
9373,Focus Features
1647,Spyglass Entertainment
1647,Touchstone Pictures
11007,Twentieth Century Fox Film Corporation
11007,Robert Simonds Productions
2289,Miramax Films
2289,Mirage Enterprises
2289,Castel Film Romania
2289,Bona Fide Productions
2289,Cattleya
9282,Firm Films
9282,Media 8 Entertainment
9282,MDP Worldwide
8326,Chicago Pacific Entertainment
10610,Living Films
10610,Emperor Multimedia Group (EMG)
10610,Golden Port Productions Ltd.
11023,Fox Searchlight Pictures
11023,Sound for Film
11023,Working Title Films
11023,Antidote Films (I)
6466,New Line Cinema
6466,Cecchi Gori Group Tiger Cinematografica
6466,Avery Pix
6466,Sean S. Cunningham Films
6466,Crystal Lake Entertainment
10623,Silver Pictures
10623,Warner Bros.
13062,Pixar Animation Studios
10715,Lonely Film Productions GmbH & Co. KG.
10715,Warner Bros. Animation
10715,Warner Bros.
10715,Goldmann Pictures
10715,Baltimore Spring Creek Productions
10782,Intermedia Films
10782,Krane Entertainment
10159,Columbia Pictures
10159,Universal Pictures
10159,WWE Studios
15016,Mattel
584,Mikona Productions GmbH & Co. KG
584,Universal Pictures
584,Original Film
584,Ardustry Entertainment
11523,Miramax Films
21683,Warner Bros. Pictures
21683,DC Comics
10743,Lionsgate
10735,DiNovi Pictures
10735,Gerber Pictures
10735,Gaylord Films
10735,Warner Bros.
10735,Sloane Square Films
19277,NO_DATA
2055,Tig Productions
2055,Touchstone Pictures
2055,Beacon Pictures
2055,Cobalt Media Group
12090,Twentieth Century Fox Film Corporation
12090,Robert Simonds Productions
12090,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
10934,Timnick Films
10934,Blue Gardenia Productions
10934,Touchstone Pictures
10934,Tatiale Films
7229,DD Productions
7229,Union Générale Cinématographique (UGC)
10708,Columbia Pictures
10708,Revolution Studios
10708,Davis Entertainment
7270,Scott Free Productions
7270,Rickshaw Productions
7270,Warner Bros.
7270,LivePlanet
7270,ImageMovers
4464,Universal Pictures
4464,Spyglass Entertainment
4464,The Kennedy/Marshall Company
4464,DreamWorks Pictures
4464,Touchstone Pictures
2116,Original Film
2116,Monarch Pictures
2116,Metro-Goldwyn-Mayer (MGM)
11351,United Artists
11351,American Zoetrope
11351,Myriad Pictures
11351,Jeepers Creepers II
18736,Walt Disney Pictures
6171,Village Roadshow Pictures
6171,Castle Rock Entertainment
6171,NPV Entertainment
6171,Kasdan Pictures
6171,WV Films II
19325,Miramax Films
19325,Walt Disney Studios Home Entertainment
10544,StudioCanal
10544,The Australian Film Commission
10544,Endymion Films
10544,Australian Film Finance Corporation (AFFC)
10544,Working Title Films
11817,Metro-Goldwyn-Mayer (MGM)
12279,Dimension Films
10720,Regency Enterprises
10720,Fox 2000 Pictures
10720,Epsilon Motion Pictures
10720,Mediastream Dritte Film
10720,Jinks/Cohen Company
9616,Twentieth Century Fox Film Corporation
9616,N1 European Film Produktions GmbH & Co. KG
9616,Baumgarten Merims Productions
11775,Imagine Entertainment
11775,Universal Pictures
11775,Mike Zoss Productions
11775,Alphaville Productions
10632,Lakeshore Entertainment
10632,Alphaville Films
11093,DreamWorks SKG
11093,Cobalt Media Group
11093,Bisgrove Entertainment
15567,Walt Disney Television Animation
9499,Fox Searchlight
18113,National Lampoon Productions
11547,Tonic Films
11547,Down Home Entertainment
11547,Cabin Pictures
11547,Black Sky Entertainment
11547,Deer Path Films
11329,Regency Enterprises
11329,Epsilon Motion Pictures
11329,New Regency Pictures
2577,BBC Films
30141,Icon Productions
30141,Haft Entertainment
30141,Paramount Classics
30141,Airborne Productions
10628,Castle Rock Entertainment
10628,Jerry Bruckheimer Films
10628,Warner Bros. Pictures
504,Newmarket Films
10944,Pathe Productions
10944,Red Turtle
10943,Granada Film Productions
10943,Isle of Man Film
10943,Isle of Man Film Commission
10943,Samuelson Productions
10678,Hyde Park Films
10678,Touchstone Pictures
10922,Miramax Films
10922,Lakeshore Entertainment
10922,Cinerenta Medienbeteiligungs KG
10922,Stone Village Pictures
10922,Cinepsilon
8046,City Light Films
8046,Revolution Studios
8046,Casey Silver Productions
16072,Turner Pictures
16072,Antietam Filmworks
25988,Fine Line Features
13537,Lions Gate Films
13537,Cruise/Wagner Productions
13537,Baumgarten Merims Productions
10152,New Line Cinema
3635,Wild Bear Films
3635,Archer Street Productions
3635,Delux Productions
11078,Columbia Pictures
58591,NO_DATA
4613,Code Entertainment
4613,Eclipse Catering
13573,MDP Filmproduktion
13411,Warner Bros. Pictures
13411,Karz Entertainment
13411,Big Ticket Productions
14926,GreeneStreet Films
14926,Metro-Goldwyn-Mayer (MGM)
1415,ContentFilm
9839,Mandalay Pictures
9839,CP Medien AG
9839,Camelot Pictures
9839,Networxx - Film Management
9839,Mel's Cite du Cinema
11615,Universal Pictures
11615,Intermedia Films
11615,Saturn Films
10739,DreamWorks SKG
10739,Granada Film Productions
10739,Perdido Prod.
10739,Canal+
1807,HBO Films
1807,Fearmakers Studios
883,Smokescreen Inc.
11059,Boll Kino Beteiligungs GmbH & Co. KG
11059,Brightlight Pictures
11059,Herold Productions
11059,Mindfire Entertainment
1088,South Pacific Pictures
11019,BBC Worldwide
11019,BBC Natural History
11019,Greenlight Media AG
10511,Hell's Kitchen Films
10511,East of Harlem (UK) Ltd
10511,Irish Film Industry
25935,Renaissance Films
25935,"Kanzaman, M.D.A. Films S.L."
2662,Universal Pictures
2662,Spectacle Entertainment Group
9582,Metro-Goldwyn-Mayer (MGM)
9582,David Ladd Films
12542,GFT Entertainment
12542,Century Time (H.K.) Ltd.
12542,GFT Beast Films Inc.
13920,Revolution Studios
13920,Tollin/Robbins Productions
237,Recorded Picture Company (RPC)
12767,Touchstone Pictures
50794,NO_DATA
325553,NO_DATA
1550,Kalkaska Productions
1550,IFC Productions
24554,NO_DATA
11375,Columbia Pictures
11375,Revolution Studios
302,France 2 Cinéma
9776,DreamWorks SKG
9776,3 Arts Entertainment
10133,Miramax Films
10133,Pandora Cinema
13370,Castle Rock Entertainment
32293,Disney Channel
32293,BrownHouse Productions
13156,New Line Cinema
35114,Walt Disney Pictures
35114,Walt Disney Animation Studios
13691,Walt Disney Pictures
15708,TLA Releasing
2056,Next Wednesday Productions
2056,SenArt Films
21542,Warner Bros. Pictures
21542,Alcon Entertainment
21542,CRML Production
22309,Paramount Pictures
33932,Yari Film Group
16941,UK Film Council
16941,Portman Film
16941,Irish Film Board
16941,Parallel Film Productions
16941,Brown Sauce Film Productions
10727,Village Roadshow Pictures
10727,Revolution Studios
10727,Distant Corners Entertainment Group Inc.
10727,Blue Star Productions
10727,Morningstar Films
10578,Dimension Films
31096,NBV Productions
5146,Warner Bros. Pictures
5146,Franchise Pictures
17403,Golden Mean
17403,Focus Features
17403,Radar Pictures
33005,Neo Art & Logic
33005,Dimension Films
22502,MK2 Production
21956,NO_DATA
4612,NO_DATA
24019,Avenue Pictures Productions
24019,Panorama Films
24019,HBO Films
10105,Excel Entertainment
19766,Walt Disney Pictures
10929,New Line Cinema
10929,Hard Eight Pictures
44899,NO_DATA
30074,Warner Bros.
41488,Sony Pictures Classics
41488,BBC Films
41488,Serendipity Point Films
41488,Téléfilm Canada
8696,Harbour Pictures
8696,Touchstone Pictures
11427,Sagittaire Films
11427,Captain Movies
14527,Alliance Atlantis Communications
14527,Téléfilm Canada
20,El Deseo
20,Milestone Productions
5204,Café Film
321,icon
2260,NO_DATA
10923,Splendid Pictures
10923,Maverick Films
10923,Metro-Goldwyn-Mayer (MGM)
10923,Dylan Sellers Productions
10923,Madacy Entertainment
14892,North by Northwest Entertainment
14892,Echo Lake Entertainment
14892,Aura Entertainment
24860,NO_DATA
12253,DreamWorks Pictures
6016,Fox Searchlight Pictures
6016,Alliance Atlantis Communications
6016,Metropolitan Films
6016,TNVO
25523,DreamWorks Animation
21131,Melodrama Pictures
24982,Walt Disney Pictures
24982,Walden Media
24982,Earthship Productions
2771,NO_DATA
2518,Alliance Atlantis Communications
14576,Cobalt Media Group
14576,Judgement Pictures
14576,Hammond Entertainment
21544,Fragile Films
21544,Scala Films
21544,Touchstone Pictures
21544,Prominent Features
21544,Mumbo Jumbo Productions
12146,Columbia Pictures
12146,Imagine Entertainment
12146,Revolution Studios
12146,Daniel Ostroff Productions
1792,Twentieth Century Fox Film Corporation
1792,Conundrum Entertainment
17684,Fechner Audiovisuel
17684,KS2 Productions
17684,Eclair num%C3%A9rique
37696,Det Danske Filminstitut
37696,Nordisk Film
37696,TV2 Danmark
37696,NWR Film Productions
37088,NO_DATA
24190,Canal Plus
24190,Wega Film
24190,Bavaria Film
15276,Motion Picture Corporation of America (MPCA)
15276,International West Pictures (IWP)
15276,Original Voices Inc.
15276,Talent Network Media GmbH
15276,Coproducción Alemania-USA
24358,Studio 4Â°C
30806,NO_DATA
20210,Pandora Cinema
20210,Gerber Pictures
20210,900 Films
20210,Gaylord Films
20210,Asphalt Productions
18538,Alquimia Cinema
18538,Arcane Pictures
4592,Hollywood Partners
4592,Carol Baum Productions
4592,Bregman-IAC Productions
4592,Living Pictures
4592,The Pitt Group
8325,StudioCanal
8325,Wild Bunch
8325,Langley Productions
8325,Canal+
8325,Marshak / Zachary
11420,Big Picture Media Corporation
15394,Alliance Atlantis Communications
15394,Natural Nylon Entertainment
15394,Téléfilm Canada
24914,Studio 4Â°C
192936,New Amsterdam Entertainment
192936,Blixa Film Productktion
192936,Hallmark Entertainment
52036,Sony Pictures Classics
14573,Jowoo Entertainment
14573,Tube Entertainment
17345,NO_DATA
6277,Bac Films
6277,GFT Entertainment
6277,Studio Eight Productions
6277,Vision View Entertainment
14842,Chapman/Leonard Studio Equipment
22578,M6 Films
53367,NO_DATA
22076,Nu Image Films
22076,Sandstorm Films
22076,Millennium Films
19288,Lions Gate Enterntainment
10744,ContentFilm
10744,Pierce/Williams Entertainment
21765,Jim Henson Pictures
21765,Metro-Goldwyn-Mayer (MGM)
11194,Darlow Smithson Productions
11194,UK Film Council
11194,PBS
11194,Film4
10629,Jerry Bruckheimer Films
10629,Touchstone Pictures
5653,Eikon Film
20694,Nickelodeon Movies
20694,Paramount Animation
32526,Bachrach/Gottlieb Productions
13132,NO_DATA
24619,Millennium Films
2830,Dimension Films
15271,NO_DATA
36658,Twentieth Century Fox Film Corporation
36658,Donners' Company
36658,Bad Hat Harry Productions
36658,Marvel Enterprises
36658,XM2 Productions
13778,Paramount Pictures
13778,Happy Madison Productions
4997,Lions Gate Films
32235,NO_DATA
16973,ContentFilm
16973,Base 12 Productions
16973,Catapult Films
10981,NO_DATA
245454,Fuel Entertainment
16250,NO_DATA
33339,Laughlin Park Pictures
33339,IFC Productions
12698,Sony Pictures Classics
12698,SenArt Films
12698,Radical Media
22958,StudioCanal
22958,USA Films
22958,Pretty Pictures
22958,Working Title Films
17813,Epsilon Motion Pictures
17813,Franchise Pictures
17813,Escape Artists
17813,Reiner-Greisman
31246,20th Century Fox
26454,NO_DATA
16930,Laurent Baffie Productions
24794,Walt Disney Studios HE
24837,NO_DATA
8991,Spierigfilm
246355,Twisted Pictures
16175,NO_DATA
24357,Square USA
11049,Daft Life Ltd. Co.
11049,Toei Animation
17920,Isle of Man Film Commission
17920,British Broadcasting Corporation (BBC)
17920,Trademark Films
17920,Take 3 Partnership
28200,Focus Films
18248,Columbia Pictures
18248,Franchise Pictures
21525,Paramount Pictures
21525,MTV Films
12456,NO_DATA
80219,Barnet Bain Films
4252,Dreamz Unlimited
4252,United Motion Pictures
14694,NO_DATA
24164,Rai Cinemafiction
24164,Filmalbatros
51163,Canal+
28003,NO_DATA
44195,Constellation Entertainment
44195,Faulkner Productions
44710,TF1 Films Productions
44710,Téléma Productions
319600,Lucasfilms
24660,Studio 4Â°C
107059,M6 Films
107059,Hugo Films
42418,Walt Disney Pictures
37209,NO_DATA
17473,Chloe Productions
17473,TPW Films
17473,Wiseau-Films
59191,Handmade Films Ltd.
59191,DiNovi Pictures
77959,Original Film
24950,DNA
24362,Studio 4Â°C
27874,BLT Productions
13590,NO_DATA
597,Paramount Pictures
597,Twentieth Century Fox Film Corporation
597,Lightstorm Entertainment
11970,Walt Disney Pictures
607,Amblin Entertainment
607,Columbia Pictures Corporation
607,Parkes+MacDonald Image Nation
782,Columbia Pictures
782,Jersey Films
18,Columbia Pictures
18,Gaumont
415,PolyGram Filmed Entertainment
415,Warner Bros.
25571,Overseas FilmGroup
714,Eon Productions
489,Miramax Films
489,Lawrence Bender Productions
489,Be Gentlemen Limited Partnership
184,Miramax Films
8078,Twentieth Century Fox Film Corporation
8078,Brandywine Productions
2649,PolyGram Filmed Entertainment
2649,A&B Producoes
2649,Popaganda Films
8413,Paramount Pictures
8413,Impact Pictures
8413,Golar Productions
9444,Twentieth Century Fox Film Corporation
9444,Fox Animation Studios
9444,Fox Family Films
9444,The Big Gun Project
9444,Little Wolf Entertainment
9714,Twentieth Century Fox Film Corporation
9714,Hughes Entertainment
816,New Line Cinema
816,Capella International
816,Eric's Boy
563,TriStar Pictures
563,Touchstone Pictures
563,Big Bug Pictures
9427,Channel Four Films
9427,Twentieth Century Fox Film Corporation
9427,Redwave Films
1701,Jerry Bruckheimer Films
1701,Kouf/Bigelow Productions
1701,Touchstone Pictures
1701,Hiett Designs of Las Vegas
1701,Runway Pictures Inc
754,Paramount Pictures
754,Permut Presentations
754,WCG Entertainment Productions
754,Douglas/Reuther Productions
754,Touchstone Pictures
9366,TriStar Pictures
9366,Mark Johnson Productions
9366,Phoenix Pictures
9366,Baltimore Pictures
3597,Columbia Pictures Corporation
3597,Mandalay Entertainment
3597,Summer Knowledge LLC
1813,Regency Enterprises
1813,Monarchy Enterprises B.V.
1813,Kopelson Entertainment
1813,Warner Bros.
1813,New Regency Pictures
9360,Columbia Pictures Corporation
9360,Middle Fork Productions
9360,Iguana Producciones
9360,Skylight Cinema Foto Art
9360,St. Tropez Films
2255,Miramax Films
2255,View Askew Productions
9619,Universal Pictures
9619,Pacific Western
1639,Twentieth Century Fox Film Corporation
1639,Blue Tulip Productions
2118,Regency Enterprises
2118,Wolper Organization
2118,Warner Bros.
4233,Miramax Films
4233,Konrad Pictures
4233,Maven Entertainment
4233,Dimension Films
1624,Imagine Entertainment
1624,Universal Pictures
13313,Walt Disney Television Animation
13313,Walt Disney Animation Canada
686,Warner Bros.
686,South Side Amusement Company
9769,Pathé
11975,Paramount Pictures
11975,Constellation Entertainment
10357,Twentieth Century Fox Film Corporation
4824,Universal Pictures
4824,Toho-Towa
4824,Mutual Film Company
4824,Marubeni
4824,Tele München Fernseh Produktionsgesellschaft (TMG)
9434,Caravan Pictures
9434,Hollywood Pictures
9434,Roger Birnbaum Productions
18222,New Line Cinema
18222,CineTel Pictures
18222,MG Entertainment
9574,Walt Disney Pictures
9574,Great Oaks Entertainment
10003,Paramount Pictures
10003,Mace Neufeld Productions
10003,Rysher Entertainment
8834,Silver Pictures
8834,Warner Bros.
8834,Donner/Shuler-Donner Productions
9772,Columbia Pictures Corporation
9772,Beacon Communications
9772,Radiant Productions
